#loc_id;name;lat;lon;plz;adresse
20562;;5.005.000;658.333;54655;
20563;;5.005.000;655.000;54655;
20740;;4.990.000;651.667;54636;
20828;;4.983.330;648.333;54310;
20874;;4.993.330;648.333;54636;
20883;;4.995.000;633.333;54675;
20886;;4.998.330;658.333;54634;
20944;;4.983.330;646.667;54310;
21165;;4.996.670;640.000;54636;
21236;;4.998.330;626.667;54673;
21259;;4.996.670;625.000;54673;
21265;;5.001.670;651.667;54636;
21318;;500.915;65.516;54657;
21431;;5.001.670;630.000;54673;
21632;;4.996.670;630.000;54675;
21668;;4.998.330;631.667;54675;
21683;;4.993.330;650.000;54634;
21695;;5.003.330;645.000;54636;
21697;;4.986.670;646.667;54668;
21712;;4.995.000;636.667;54646;
21841;;4.991.670;635.000;54675;
21892;;4.996.670;630.000;54675;
22006;;4.993.330;651.667;54634;
22029;;5.005.000;645.000;54636;
22032;;4.996.670;641.667;54636;
22160;;4.995.000;638.333;54646;
22182;;5.003.330;661.667;54655;
25315;;5.000.000;635.000;54675;
22349;;4.990.000;640.000;54668;
22442;;4.995.000;663.333;54662;
22448;;4.999.170;664.600;54647;
22481;;5.003.330;628.333;54673;
22607;;4.991.670;663.333;54664;
22665;;4.986.670;643.333;54668;
23157;;5.000.000;650.000;54636;
23186;;4.998.330;620.000;54673;
23214;;4.993.330;658.333;54636;
23341;;4.991.670;621.667;54675;
23552;;5.006.670;660.000;54655;
23618;;4.990.000;638.333;54668;
23622;;4.993.330;655.000;54636;
23650;;5.001.670;620.000;54673;
23680;;5.001.670;630.000;54673;
23740;;5.006.670;648.333;54636;
24151;;5.006.670;650.000;54636;
24152;;500.592;65.205;54636;
24227;;5.001.670;618.333;54673;
24307;;4.996.670;631.667;54675;
24393;;4.993.330;663.333;54662;
24618;;4.993.330;638.333;54646;
24742;;4.991.670;656.667;54636;
25098;;4.991.670;658.333;54636;
25168;;5.000.000;615.000;54689;
25287;;5.003.330;631.667;54673;
25301;;5.010.000;660.000;54655;
25578;;4.996.670;618.333;54673;
25616;;4.986.670;630.000;54675;
25802;;5.001.670;638.333;54636;
26067;;4.993.330;640.000;54646;
26118;;5.000.000;645.000;54636;
26206;;5.001.670;658.333;54655;
26421;;4.990.000;646.667;54636;
26687;;5.003.330;625.000;54673;
13750;;5.008.330;626.667;54687;
13835;;5.030.000;633.333;54597;
14053;;501.042;65.310;54597;
14595;;5.023.330;628.333;54608;
14857;;5.021.670;631.667;54608;
15080;;5.023.330;631.667;54608;
15115;;5.021.670;655.000;54610;
15171;;5.010.000;651.667;54597;
15372;;5.011.670;638.333;54649;
15396;;5.006.670;615.000;54689;
15402;;5.006.670;616.667;54689;
15446;;5.005.000;613.333;54689;
15632;;5.015.000;643.333;54614;
16050;;5.013.330;638.333;54649;
16069;;4.985.000;651.667;54298;
16331;;5.011.670;620.000;54619;
16393;;5.013.330;630.000;54597;
16482;;5.010.000;645.000;54597;
16535;;5.021.670;650.000;54597;
17026;;5.018.330;645.000;54614;
17040;;4.986.670;651.667;54298;
25845;;5.023.330;646.667;54595;
17218;;5.023.330;641.667;54595;
17305;;5.001.670;668.333;54533;
17484;;5.015.000;620.000;54619;
17506;;5.021.670;625.000;54608;
17733;;5.018.330;626.667;54597;
17896;;5.010.000;640.000;54649;
17913;;5.013.330;616.667;54617;
18026;;5.018.330;621.667;54619;
18120;;5.013.330;643.333;54614;
18266;;5.013.330;621.667;54619;
18865;;5.006.670;620.000;54689;
18976;;5.005.000;623.333;54689;
19215;;5.015.000;623.333;54619;
19229;;5.006.670;625.000;54689;
19253;;5.011.670;635.000;54597;
19388;;5.026.670;648.333;54597;
19655;;5.006.670;633.333;54673;
19867;;5.008.330;638.333;54649;
19981;;5.011.670;641.667;54597;
19982;;5.011.670;646.667;54612;
20021;;5.008.330;633.333;54649;
20090;;5.013.330;621.667;54619;
20195;;5.011.670;630.000;54619;
20228;;5.013.330;636.667;54597;
20465;;5.013.330;635.000;54597;
20486;;5.015.000;618.333;54617;
20591;;5.010.000;635.000;54649;
20712;;5.015.000;630.000;54597;
20716;;5.015.000;638.333;54597;
20720;;5.006.670;640.000;54649;
20844;;5.013.330;635.000;54597;
21210;;5.025.000;626.667;54608;
21395;;5.028.330;646.667;54597;
21463;;501.138;65.612;54597;
21651;;5.016.670;643.333;54614;
21667;;5.008.330;636.667;54649;
21741;;5.010.000;648.333;54612;
21742;;5.013.330;645.000;54614;
21919;;5.003.330;668.333;54533;
21930;;5.025.000;630.000;54608;
21931;;5.016.670;641.667;54614;
21967;;5.006.670;636.667;54649;
22156;;5.006.670;621.667;54689;
22161;;5.026.670;646.667;54597;
22176;;4.990.000;665.000;54298;
22179;;5.016.670;638.333;54595;
22464;;5.011.670;636.667;54649;
22472;;5.018.330;635.000;54595;
22518;;5.008.330;641.667;54597;
22606;;5.003.330;615.000;54689,54673;
22656;;5.016.670;633.333;54597;
22664;;5.021.670;641.667;54595;
22942;;5.010.000;620.000;54619;
22968;;5.008.330;618.333;54689;
23272;;5.020.000;645.000;54597;
23286;;5.011.670;618.333;54619;
23335;;5.031.670;638.333;54597;
23881;;5.016.670;646.667;54614;
24097;;5.023.330;653.333;54597;
24168;;5.005.000;665.000;54655;
24173;;5.015.000;650.000;54597;
24187;;5.023.330;636.667;54608;
24204;;5.011.670;621.667;54619;
24228;;5.011.670;616.667;54617;
24385;;4.998.330;668.333;54529;
24532;;5.006.670;663.333;54655;
24686;;5.013.330;631.667;54597;
25623;;5.020.000;653.333;54597;
25744;;5.018.330;636.667;54595;
25746;;5.011.670;648.333;54612;
25748;;5.010.000;636.667;54649;
26256;;5.015.000;641.667;54614;
26272;;5.023.330;625.000;54608;
26275;;50.213.686;6.212.561;54616;
26577;;5.010.000;660.000;54655;
18256;;5.016.670;651.667;54597;
25192;;5.013.330;625.000;54619;
26300;;4.998.330;645.000;54636;
210;;502.438.807.339.449.000;68.030.581.651.376.100;;
14136;;5.030.000;660.000;54578;
14236;;5.026.670;688.333;54552;
14358;;5.023.330;671.667;54570;
14371;;5.030.000;670.000;54578;
14418;;5.025.000;675.000;54570;
14516;;5.031.670;661.667;54587;
14594;;5.013.330;678.333;54570;
14824;;5.026.670;688.333;54552;
14986;;5.013.330;685.000;54552;
15444;;5.021.670;688.333;54552;
15501;;5.018.330;695.000;54552;
15551;;5.010.000;673.333;54570;
15674;;5.025.000;678.333;54552;
15719;;5.026.670;666.667;54576;
15820;;5.026.670;680.000;54552;
16131;;5.015.000;691.667;54552;
16311;;5.036.670;661.667;54585;
16483;;5.035.000;661.667;54584;
16876;;5.023.330;691.667;54552;
16979;;5.021.670;666.667;54568;
17036;;5.011.670;690.000;54558;
17147;;5.033.330;660.000;54584;
18338;;5.030.000;666.667;54576;
18368;;5.023.330;675.000;54570;
18454;;5.021.670;686.667;54552;
18455;;5.025.000;693.333;54552;
18509;;5.025.000;673.333;54570;
18825;;5.013.330;695.000;54552;
18987;;5.033.330;658.333;54584;
19034;;5.025.000;660.000;54570;
19154;;5.025.000;691.667;54552;
19211;;5.031.670;673.333;54578;
19317;;5.023.330;675.000;54570;
19631;;5.025.000;685.000;54552;
20308;;5.031.670;660.000;54587;
20772;;5.018.330;688.333;54552;
20789;;5.011.670;668.333;54570;
21131;;5.008.330;691.667;54558;
21317;;5.026.670;686.667;54552;
21339;;5.023.330;686.667;54552;
21343;;5.020.000;675.000;54570;
21681;;5.016.670;676.667;54570;
21865;;5.028.330;663.333;54578;
21881;;5.028.330;676.667;54578;
22002;;5.018.330;676.667;54570;
22361;;5.023.330;668.333;54570;
23171;;5.025.000;670.000;54570;
23489;;5.015.000;668.333;54570;
23561;;5.023.330;688.333;54552;
23591;;5.013.330;690.000;54558;
23611;;5.016.670;685.000;54552;
23852;;5.021.670;695.000;54552;
23983;;5.013.330;675.000;54570;
24538;;5.018.330;691.667;54552;
24568;;5.018.330;691.667;54552;
24690;;5.011.670;691.667;54558;
24692;;5.010.000;695.000;54552;
25166;;5.013.330;688.333;54552;
25177;;5.015.000;680.000;54552;
25197;;5.035.000;675.000;54579;
25323;;5.021.670;693.333;54552;
25615;;5.015.000;671.667;54570;
25646;;5.028.330;671.667;54578;
25792;;5.013.330;671.667;54570;
26125;;5.033.330;666.667;54578;
26240;;5.015.000;695.000;54558;
13713;;5.028.330;705.000;56769;
14294;;5.028.330;696.667;56769;
14295;;5.023.330;695.000;56766;
14535;;5.018.330;663.333;54574;
14651;;5.031.670;685.000;53539;
14754;;5.030.000;683.333;53539;
14783;;5.031.670;683.333;53539;
15029;;5.031.670;698.333;53539;
15516;;5.013.330;660.000;54570;
15807;;5.035.000;700.000;53520;
15888;;5.026.670;656.667;54597;
16916;;5.030.000;686.667;53539;
17689;;5.025.000;698.333;56767;
17821;;5.035.000;643.333;54611;
18426;;5.025.000;700.000;56767;
18676;;5.025.000;695.000;56766;
19079;;5.025.000;703.333;56767;
19177;;5.030.000;691.667;53539;
19212;;5.035.000;650.000;54589;
19328;;5.033.330;700.000;53539;
19568;;5.025.000;698.333;56767;
19594;;5.026.670;696.667;56767;
19603;;5.018.330;658.333;54574;
20306;;5.025.000;703.333;56767;
20597;;5.028.330;698.333;56769;
21114;;5.026.670;695.000;56767;
21204;;5.015.000;660.000;54570;
21754;;5.033.330;701.667;56729;
21767;;5.033.330;678.333;54578;
21885;;5.026.670;705.000;56767;
22180;;5.033.330;645.000;54597;
22947;;5.030.000;696.667;53539;
23023;;5.026.670;701.667;56769;
23042;;5.030.000;648.333;54597;
23569;;5.026.670;696.667;56767;
23645;;5.035.000;641.667;54611;
23966;;5.033.330;658.333;54586;
24442;;5.035.000;653.333;54589;
24499;;5.028.330;656.667;54597;
25188;;5.025.000;701.667;56767;
25190;;5.025.000;693.333;56767;
25901;;5.031.670;696.667;53539,53518;
15458;;5.020.000;683.333;54550;
244;;497.006.514.563.106.000;67.045.301.941.747.500;;
13351;;4.978.330;660.000;54298;
13841;;4.963.330;655.000;54441;
14051;;4.961.670;668.333;54314;
14239;;4.985.000;680.000;54340;
14404;;4.975.000;688.333;54413;
14435;;4.973.330;691.667;54413;
14752;;4.968.330;676.667;54316;
15411;;4.966.670;698.333;54413;
15549;;4.981.670;685.000;54340;
16225;;4.983.330;683.333;54340;
16444;;4.971.670;681.667;54317;
16468;;4.976.670;678.333;54341;
16506;;4.961.670;648.333;54439;
16562;;4.985.000;676.667;54343;
16606;;4.968.330;668.333;54316;
16673;;4.955.000;653.333;54450;
16902;;4.971.670;695.000;54413;
17335;;4.956.670;668.333;54314,54298;
17370;;4.962.108;688.366;54413;
17699;;4.963.330;690.000;54413;
17702;;4.970.000;671.667;54317;
17719;;4.971.670;673.333;54317;
18028;;4.965.000;675.000;54429;
18186;;4.961.670;670.000;54314;
18217;;4.973.330;681.667;54317;
18223;;4.965.000;695.000;54411;
18370;;4.966.670;673.333;54316;
18371;;4.970.000;690.000;54421;
18417;;4.970.000;668.333;54316;
18611;;4.968.330;676.667;54316;
18781;;4.971.670;655.000;54298;
18866;;4.960.000;660.000;54451;
19076;;4.966.670;656.667;54441;
19126;;4.976.670;673.333;54317;
19135;;4.956.670;656.667;54441;
19182;;4.963.330;683.333;54427;
19200;;4.980.000;671.667;54344;
19322;;4.955.000;648.333;54441;
19477;;4.983.330;685.000;54340;
19573;;4.983.330;688.333;54340;
19601;;4.970.000;658.333;54329;
19609;;4.983.330;663.333;54306;
19611;;4.971.670;671.667;54317;
19874;;4.965.000;670.000;54316;
19965;;4.971.670;650.000;54308;
20119;;4.981.670;688.333;54340;
20384;;4.980.000;678.333;54338;
20386;;4.980.000;678.333;54340;
20397;;4.973.330;685.000;54317;
20590;;4.960.000;676.667;54429;
20598;;4.963.330;651.667;54441;
20775;;4.980.000;683.333;54346;
20850;;4.976.670;673.333;54318;
21105;;4.973.330;675.000;54317;
21281;;4.988.330;675.000;54340;
21280;;4.976.670;688.333;54426;
21473;;4.963.330;701.667;54422;
21591;;4.981.670;658.333;54309;
21751;;4.965.000;645.000;54453;
21866;;4.971.670;650.000;54331;
22055;;4.961.670;658.333;54441;
22155;;4.966.670;671.667;54316;
22162;;4.965.000;648.333;54456;
22190;;4.971.670;678.333;54317;
22298;;4.956.670;636.667;54439;
22330;;4.963.330;668.333;54314;
22359;;4.966.670;666.667;54331;
22519;;4.970.000;671.667;54316;
22530;;4.980.000;685.000;54340;
22773;;4.981.670;650.000;54310;
22810;;4.971.670;693.333;54413;
22963;;4.968.330;688.333;54421;
23149;;4.980.000;678.333;54340;
23165;;4.971.670;676.667;54317;
23459;;4.960.000;655.000;54439;
23699;;4.963.330;678.333;54429;
23739;;4.981.670;683.333;54340;
23834;;4.963.330;658.333;54441;
23842;;4.963.330;670.000;54314;
23872;;4.968.330;675.000;54316;
24055;;4.981.670;675.000;54338;
24216;;4.958.330;656.667;54455;
24348;;4.971.670;673.333;54317;
24796;;4.955.000;658.333;54441;
24854;;4.966.670;651.667;54456;
24878;;4.968.330;646.667;54441;
24953;;4.983.330;683.333;54340;
24956;;4.973.330;680.000;54317;
25047;;4.956.670;651.667;54441;
25094;;4.976.670;656.667;54311;
25394;;4.960.000;666.667;54314;
25592;;4.975.000;675.000;54320;
25602;;4.961.670;680.000;54429;
25733;;4.971.670;655.000;54332;
25747;;4.965.000;655.000;54441;
25909;;4.966.670;643.333;54441;
26212;;4.966.670;660.000;54459;
26217;;4.961.670;643.333;54457;
26573;;4.990.000;670.000;54313;
26585;;4.960.000;668.333;54314;
26678;;4.965.000;700.000;54422;
20861;;4.958.330;648.333;54439;
25914;;4.985.000;656.667;54298;
193;;;;;
221;;495.372;8.355;;
16599;;4.953.720;835.500;67227;
224;;49.45;Jul 75;;
19020;;4.945.000;775.000;67657,67653,67655,67659,67661,67663;
231;;492.075;811.333;;
19882;;4.920.750;811.333;76829;
234;;494.811;843.528;;
20425;;4.948.110;843.528;67059,67061,67063,67065,67067,67069,67071;
237;;50;827.111;;
20556;;5.000.000;827.111;55116,55118,55120,55122,55124,55126,55127,55128,55129,55130,55131;
443;;493.567;813.778;;
21564;;4.935.670;813.778;67433,67434,67435;
446;;49.2;07. Jun;;
22467;;4.920.000;760.000;66953,66954,66955;
449;;493.297;842.778;;
24403;;4.932.970;842.778;67346;
454;;496.356;835.972;;
26440;;4.963.560;835.972;67547,67549,67550,67551;
457;;49.25;736.667;;
26686;;4.925.000;736.667;66482;
432;;497.543.057.971.014.000;81.422.102.898.550.700;;
13473;;4.977.360;812.139;55234;
13532;;4.976.810;834.028;67577;
13648;;4.975.170;811.611;55232;
13730;;4.980.970;805.667;55288;
14176;;4.972.860;800.333;55234;
14183;;4.972.780;829.222;67595;
14184;;4.980.420;819.389;55234;
14365;;4.977.830;809.917;55234;
14364;;4.968.190;822.361;67593;
14462;;4.979.670;817.056;55234;
18401;;4.972.390;820.083;55234;
14789;;4.978.310;806.028;55237;
15643;;4.970.750;814.333;55234;
15656;;4.974.390;823.694;67596;
15943;;4.980.000;798.333;55599;
16022;;4.975.000;839.889;67575;
16229;;4.980.640;811.556;55232;
16238;;4.970.560;816.528;55234;
16253;;4.975.440;803.139;55234;
16347;;4.971.530;811.861;55234;
16546;;4.967.550;820.886;67592;
16549;;4.969.060;814.917;55234;
16550;;4.978.500;804.000;55237;
16581;;4.975.810;817.417;55234;
16647;;4.970.830;808.917;55234;
16667;;4.975.970;824.472;67596;
16782;;4.982.780;817.611;55288;
16853;;4.983.530;802.056;55599;
16858;;4.974.220;817.333;55234;
16860;;4.978.470;819.417;55239;
16863;;4.984.640;804.778;55578;
17041;;4.977.780;837.500;67578;
17681;;4.981.670;798.333;55597;
17690;;4.969.610;820.250;67598;
17692;;4.967.580;823.778;67599;
17845;;4.972.940;843.056;67580;
17870;;4.971.030;818.361;55234;
18544;;4.961.920;822.556;67591;
19222;;4.972.170;811.333;55234;
20390;;4.977.860;807.667;55237;
20718;;4.971.810;804.611;67294;
20884;;4.974.000;832.583;67582;
21011;;4.964.670;816.944;67591;
21043;;4.966.190;825.472;67591;
21072;;4.963.720;821.194;67590;
21076;;4.972.140;822.833;55234;
21242;;4.974.640;800.278;55234;
21701;;4.973.330;798.333;55234;
21890;;4.968.310;815.528;55234;
22115;;4.972.560;803.028;55234;
22117;;4.960.610;823.806;67591;
22235;;4.970.780;832.889;67574;
22326;;4.988.390;808.222;55288;
23588;;4.987.890;815.639;55291;
23945;;4.984.580;817.500;55288;
24248;;4.980.000;795.000;55599;
24410;;4.981.030;812.750;55288;
24531;;4.976.670;796.667;55599;
24777;;4.984.310;809.167;55286;
25163;;4.986.470;817.167;55288;
25371;;4.986.640;806.861;55578;
25488;;4.963.670;816.667;67591;
25519;;4.971.780;810.611;55234;
25625;;4.983.560;805.139;55578;
25931;;4.976.670;800.000;55234;
26056;;4.970.440;824.806;67593;
26349;;4.981.670;796.667;55597;
26359;;4.984.860;812.417;55286;
26433;;4.978.330;796.667;55599;
434;;494.910.125;815.603;;
13616;;4.950.750;807.333;67317;
13893;;4.946.860;816.639;67098;
14148;;4.953.170;813.889;67271;
14561;;4.953.580;820.417;67281;
14623;;4.952.420;815.111;67273;
14641;;4.960.640;818.194;67278;
15278;;4.950.390;804.167;67316;
15371;;4.952.110;818.722;67273;
15481;;4.940.920;818.778;67146;
15648;;4.956.330;824.472;67246;
15928;;4.956.830;810.861;67280;
16123;;4.946.170;825.944;67158;
16142;;4.936.670;793.333;67471;
16303;;4.948.920;822.472;67167;
16362;;49.376.622;7.985.626;67472;
16573;;4.942.580;819.111;67147;
16589;;4.937.640;804.861;67468;
16649;;4.951.390;821.000;67251;
16691;;4.944.690;822.306;67159;
16978;;4.954.780;826.389;67229;
17149;;4.944.810;823.861;67161;
17485;;4.953.830;822.472;67229;
17632;;4.956.920;816.806;67269;
17960;;4.936.280;825.806;67454;
18258;;4.950.920;817.917;67273;
18291;;4.953.560;807.361;67310;
19043;;4.949.080;817.611;67169;
19247;;4.961.110;816.417;67271;
19296;;4.953.720;818.083;67281;
19384;;4.953.860;814.972;67271;
19868;;4.937.140;806.833;67466;
20020;;4.955.000;823.333;67229;
20268;;4.938.030;809.861;67473;
20744;;4.940.440;823.917;67149;
20851;;4.957.170;813.556;67271;
21319;;4.938.890;804.639;67468;
21503;;4.954.170;813.889;67271;
21646;;4.941.500;821.000;67150;
22011;;4.956.830;821.139;67271;
22046;;495.922.222;820.444;67283;
22718;;4.958.440;812.639;67280;
23431;;4.940.030;819.611;67152;
24985;;4.953.860;810.389;67311;
25489;;4.944.720;817.722;67157;
25742;;4.952.170;806.167;67319;
25798;;4.941.670;800.000;67475;
25855;;4.951.310;815.389;67273;
25856;;4.951.810;824.778;67256;
213;;496.392.829.545.454.000;79.104.292.045.454.500;;
13474;;4.964.940;809.667;67308;
13530;;4.971.670;781.667;67821;
14167;;4.968.330;780.000;67808;
14277;;4.961.670;798.333;67808;
14476;;4.960.500;810.722;67308;
14542;;4.967.000;803.250;67294;
14565;;4.965.000;775.000;67806;
14701;;4.958.330;795.000;67725;
14734;;4.963.920;801.194;67295;
14961;;4.956.670;796.667;67725;
15058;;4.962.810;811.778;67308;
15431;;4.963.330;795.000;67814;
15582;;4.966.670;781.667;67811;
15706;;4.961.670;775.000;67806;
15821;;4.960.330;801.056;67816;
16066;;4.965.170;812.472;67308;
16072;;4.956.580;807.000;67304;
16438;;4.960.000;788.333;67808;
16495;;4.968.330;775.000;67822;
16856;;4.965.970;807.194;67294;
16857;;4.970.000;786.667;67822;
16888;;4.958.330;776.667;67724;
16950;;4.966.670;786.667;67813;
17142;;4.959.500;805.083;67307;
17216;;4.955.000;790.000;67724;
17691;;4.960.000;778.333;67724;
18452;;4.955.000;780.000;67724;
18796;;4.969.000;807.528;67294;
18827;;4.963.640;810.528;67308;
18829;;4.958.330;788.333;67817;
18830;;4.960.000;780.000;67808;
18910;;4.961.670;795.000;67814;
19037;;4.973.330;783.333;67822;
19148;;4.965.000;781.667;67806;
19213;;4.957.640;805.972;67304;
19298;;4.967.250;801.889;67292;
19690;;49.709.152;7.915.726;67819;
20040;;4.958.720;809.833;67308;
20369;;4.955.000;785.000;67727;
20602;;4.968.330;778.333;67822;
20677;;4.963.280;804.000;67297;
21042;;4.975.000;793.333;67808;
21107;;4.969.670;802.611;67294;
21187;;4.955.000;788.333;67728;
21197;;4.973.330;788.333;67822;
21636;;4.975.000;790.000;67822;
21655;;4.973.330;780.000;67822;
21908;;4.971.670;786.667;67822;
21942;;4.973.330;776.667;67823;
21947;;4.971.670;781.667;67821;
22038;;4.970.000;796.667;67294;
22175;;4.970.000;800.000;67294;
22261;;4.962.560;810.861;67308;
22785;;4.953.690;801.333;67305;
22803;;4.966.670;776.667;67808;
23160;;4.966.470;805.833;67294;
23411;;4.961.580;808.833;67308;
23432;;4.965.000;788.333;67808;
23522;;4.968.330;786.667;67813;
23690;;4.970.000;776.667;67822,67823;
23867;;4.963.330;776.667;67808;
24066;;4.958.330;781.667;67808;
24311;;4.955.000;793.333;67729;
24316;;4.971.670;778.333;67823;
24455;;4.966.670;778.333;67808;
24467;;4.960.000;798.333;67816;
24521;;4.960.000;795.000;67808;
24604;;4.966.940;809.194;67294;
24889;;4.963.330;773.333;67806;
25226;;4.971.670;775.000;67823;
25575;;4.966.670;773.333;67822;
25716;;4.953.330;785.000;67681;
25897;;4.961.670;800.000;67808;
26266;;4.975.000;786.667;67822;
26467;;4.965.000;786.667;67808;
22826;;4.961.670;771.667;67744;
22936;;4.960.000;773.333;67759;
24135;;4.960.000;771.667;67744;
26570;;4.964.920;813.972;67308;
17929;;4.964.280;813.389;67308;
21708;;4.964.330;814.917;67308;
23169;;4.963.330;783.333;67806;
15696;;4.961.670;780.000;67806;
20622;;4.963.330;788.333;67806;
26255;;4.956.670;785.000;67722;
13529;;4.956.670;786.667;67722;
18414;;4.958.330;785.000;67722;
22591;;4.953.330;781.667;67722;
216;;491.387.193.548.387.000;82.459.132.258.064.500;;
14250;;4.919.830;827.944;76756;
14340;;4.898.330;820.000;76768;
16286;;4.911.080;818.611;76872;
16622;;4.906.500;811.389;76872;
16651;;4.927.170;827.194;67361;
16967;;4.922.310;836.389;76726;
17758;;4.902.610;823.750;76767;
17974;;4.911.110;824.528;76770;
18450;;4.916.580;832.639;76771;
18964;;4.909.890;826.778;76751;
19071;;4.908.920;818.417;76870;
19487;;4.919.170;825.139;76879;
19792;;4.914.580;831.444;76773;
20099;;4.913.330;835.000;76774;
20288;;4.925.390;833.861;67360;
20507;;4.925.080;826.944;67363;
20947;;4.907.170;814.528;76872;
21377;;4.898.330;825.000;76776;
21538;;4.911.780;831.944;76777;
22260;;4.919.080;823.028;76879;
23066;;4.911.810;827.806;76764;
23405;;4.916.280;828.583;76761;
23644;;4.898.330;813.333;76779;
24054;;4.927.000;832.861;67365;
24581;;4.912.110;814.139;76872;
25468;;4.906.500;807.722;76744;
25840;;4.925.970;828.667;67366;
26055;;4.924.920;832.444;67368;
26227;;4.909.780;811.694;76872;
26555;;4.923.280;824.722;67378;
26363;;4.905.810;825.833;76744;
219;;49.453.336;76.606.664;;
14078;;4.938.330;761.667;66851;
15014;;4.938.330;743.333;66892;
16221;;4.948.330;790.000;67677;
16309;;4.950.000;761.667;67685;
16389;;4.950.000;763.333;67685;
16509;;4.945.000;791.667;67693;
16583;;4.953.330;763.333;67737;
16596;;4.943.330;798.333;67468;
16958;;4.935.000;751.667;66894;
17982;;4.940.000;748.333;66851;
18082;;4.955.000;776.667;67699;
18387;;4.951.670;768.333;67732;
18410;;4.945.000;790.000;67691;
18726;;4.941.670;748.333;66882;
19152;;4.950.000;770.000;67734;
19250;;4.941.670;761.667;66862;
19591;;4.951.670;758.333;66879;
19625;;4.948.330;753.333;66879;
19687;;4.936.670;766.667;67706;
19895;;4.941.670;756.667;66849;
20262;;4.935.000;765.000;66851;
20527;;4.946.670;758.333;67686;
20764;;4.951.670;771.667;67735;
20766;;4.950.000;785.000;67678;
20960;;4.936.670;755.000;66851;
21465;;4.951.670;791.667;67680;
21645;;4.958.330;770.000;67700;
21654;;4.946.670;746.667;66879;
21856;;4.938.330;758.333;66851;
22159;;4.953.330;765.000;67737;
22255;;4.948.330;775.000;67731;
22256;;4.950.000;776.667;67697;
22698;;4.936.670;763.333;66851;
22789;;4.945.000;755.000;66877;
23181;;49.474.662;7.650.579;67688;
23616;;4.955.000;771.667;67701;
23819;;4.953.330;775.000;67699;
24051;;4.950.000;760.000;67685;
24582;;4.945.000;753.333;66879;
24588;;4.938.330;773.333;67705;
24769;;4.951.670;766.667;67734;
25101;;4.936.670;776.667;67705;
25586;;4.940.000;788.333;67693;
25820;;4.948.330;763.333;67685;
19870;;4.936.670;743.333;66894;
19972;;4.938.330;750.000;66894;
20693;;4.936.670;748.333;66894;
23941;;4.935.000;768.333;67707;
24196;;4.951.670;785.000;67681;
22920;;4.950.000;755.000;66879;
460;;495.566.989.690.721.000;74.778.351.546.391.700;;
13394;;4.966.670;765.000;67742;
13472;;4.951.670;733.333;66871;
13563;;4.955.000;746.667;66885;
13573;;4.945.000;731.667;66903;
13759;;4.960.000;758.333;67753;
14589;;4.956.670;740.000;66869;
14702;;4.943.330;740.000;66904;
14813;;49.539;7.529;66887;
14907;;4.943.330;726.667;66916;
15027;;4.943.330;736.667;66904;
15062;;4.963.330;755.000;67742;
15349;;4.965.000;761.667;67744;
15483;;4.963.330;751.667;67742;
15515;;4.958.330;738.333;66871;
15659;;4.943.330;733.333;66903;
15887;;4.941.670;730.000;66916;
16018;;4.951.670;736.667;66871;
16065;;4.961.670;763.333;67753;
16169;;4.958.330;751.667;66887;
16256;;4.956.670;745.000;66887;
16358;;4.955.000;756.667;67754;
16368;;4.951.670;743.333;66871;
16560;;4.953.330;748.333;66887;
16742;;4.945.000;730.000;66903;
17048;;4.965.000;765.000;67742;
17062;;4.961.670;753.333;66887;
17064;;4.946.670;743.333;66907;
17363;;4.941.670;740.000;66903;
17637;;4.965.000;756.667;67745;
17934;;4.953.330;743.333;66871;
18002;;4.965.000;756.667;67742;
18044;;4.960.000;768.333;67753;
18184;;4.946.670;740.000;66909;
18119;;4.963.330;760.000;67742;
18200;;4.951.670;730.000;66871;
18238;;4.965.000;753.333;67742;
18255;;4.948.330;735.000;66909;
18372;;4.958.330;755.000;67756;
18527;;4.961.670;763.333;67744;
18630;;4.965.000;751.667;67744;
18646;;4.970.000;753.333;67744;
18678;;4.958.330;753.333;66887;
18707;;4.950.000;738.333;66909;
18956;;4.953.330;755.000;66887;
19083;;4.968.330;756.667;67744;
19326;;4.963.330;750.000;67744;
19555;;4.956.670;736.667;66871;
19597;;4.951.670;735.000;66871;
19661;;4.955.000;763.333;67757;
19728;;4.946.670;733.333;66909;
19822;;4.955.000;740.000;66869;
19911;;4.948.330;731.667;66909;
19971;;4.966.670;751.667;67746;
20038;;4.965.000;760.000;67742;
20370;;4.963.330;760.000;67744;
20747;;4.966.670;761.667;67744;
20862;;4.966.670;753.333;67746;
21257;;4.945.000;745.000;66909;
21345;;4.960.000;755.000;67749;
21530;;4.950.000;748.333;66887;
35748;;49.6;74.666.667;66887;
21682;;4.953.330;751.667;66879;
21843;;4.963.330;770.000;67759;
21854;;4.958.330;740.000;66871;
22004;;4.951.670;751.667;66879;
22030;;4.958.330;755.000;67756;
22031;;4.960.000;761.667;67752;
22059;;4.968.330;765.000;67748;
22110;;4.961.670;755.000;67749;
22127;;4.945.000;735.000;66903;
22423;;4.953.330;733.333;66871;
22780;;4.955.000;745.000;66887;
22827;;4.960.000;746.667;66887;
22906;;4.948.330;743.333;66907;
22938;;4.953.330;728.333;66871;
22969;;4.963.330;766.667;67753;
22979;;4.960.000;766.667;67753,67756;
23353;;4.955.000;760.000;67753;
23442;;4.955.000;736.667;66869;
23443;;4.953.330;745.000;66887;
23444;;4.956.670;761.667;67752;
