#loc_id;name;lat;lon;plz;adresse
82239;;486.333.333;09. Jun;73087;
82242;;485.876.226;97.316.551;73312;
82240;;48.6;97.166.667;73326;
82241;;486.166.667;97.333.333;73326;
82243;;487.166.667;97.833.333;73072;
82244;;487.166.667;97.666.667;73072;
81105;;486.854.359;98.105.335;73072;
82245;;48.698.892;98.428.917;73072;
82246;;487.011.579;98.245.239;73072;
82247;;48.7;98.166.667;73072;
82248;;486.592.783;98.174.858;73072;
82249;;48.7;97.833.333;73072;
82250;;486.706.725;98.399.734;73072;
82251;;487.085.781;97.968.864;73072;
82252;;48.7;97.833.333;73072;
82253;;487.168;9.795.999;73072;
82254;;486.708.426;98.258.114;73072;
82255;;48.713.109;98.216.057;73072;
81106;;48.55;96.833.333;73345;
82256;;485.666.667;96.666.667;73345;
82257;;487.333.333;09. Mai;73061;
82258;;487.166.667;Sep 55;73061;
81107;;487.166.667;95.333.333;73061;
82259;;487.333.333;95.333.333;73061;
82260;;486.833.333;09. Mai;73061;
81108;;48.7;95.166.667;73061;
81109;;48.7;09. Mai;73061;
81110;;48.7;09. Jul;73054;
82261;;487.166.667;97.333.333;73054;
82262;;487.075.586;97.337.151;73054;
82149;;48.65;966.667;;
82263;;486.316.606;98.963.642;73312;
82264;;486.368.791;98.743.057;73312;
81111;;48.623.605;9.834.137;73312;
82265;;486.052.197;98.505.306;73312;
82266;;48.652.758;98.605.728;73312;
82267;;486.354.611;99.106.121;73312;
82268;;486.154.346;98.555.088;73312;
82269;;485.914.832;98.385.143;73312;
82270;;48.65;Sep 75;73333;
81112;;487.166.667;96.666.667;73035;
82271;;486.666.667;96.166.667;73035;
81113;;48.7;96.166.667;73033,73035;
82272;;487.333.333;97.166.667;73037;
81114;;486.869.941;96.883.965;73037;
81115;;48.7;966.667;73037;
81116;;486.833.333;96.333.333;73035;
82273;;48.7;966.667;73116;
82274;;48.75;97.333.333;73037;
82275;;487.333.333;96.833.333;73035;
81117;;48.75;97.166.667;73037;
81118;;48.7;966.667;73037;
82276;;487.333.333;Sep 75;73037;
81119;;48.7;966.667;73033,73035,73037;
82277;;486.666.667;96.833.333;73037;
82278;;486.666.667;09. Jul;73037;
82279;;486.667;Sep 65;73107;
82150;;485.455;966.467;;
82280;;487.166.667;Sep 75;73113;
82281;;48.75;Sep 75;73113;
82282;;487.166.667;Sep 75;73113;
82283;;487.333.333;97.666.667;73113;
82284;;487.333.333;96.666.667;73098;
82285;;48.7;97.666.667;73084;
82286;;48.65;97.166.667;73114;
81120;;48.75;95.166.667;73066;
82287;;487.333.333;Sep 55;73066;
81121;;487.166.667;95.833.333;73066;
82289;;487.333.333;95.666.667;73066;
82288;;487.333.333;Sep 55;73066;
81122;;486.833.333;95.833.333;73066;
81123;;48.7;95.833.333;73066;
82290;;487.333.333;Sep 55;73066;
82291;;487.666.667;09. Jul;73116;
82292;;487.666.667;09. Jul;73116;
81124;;487.333.333;96.166.667;73117;
81125;;487.167;09. Jun;73117;
82293;;48.65;95.833.333;73119;
82294;;48.7;09. Sep;73111;
81126;;487.103.905;98.622.894;73111;
81127;;487.055.195;98.866.653;73111;
81128;;489.166.667;93.166.667;71563;
82295;;489.333.333;93.666.667;71563;
82297;;489.167;931.667;71364;
82296;;489.166.667;Sep 35;71563;
82298;;489.166.667;91.333.333;71679;
82299;;489.833.333;91.333.333;74354;
82300;;489.833.333;91.666.667;74354;
82301;;490.163.889;92.025;74354;
81129;;490.405.556;90.927.778;74357;
82302;;490.252.778;91.208.333;74357;
82303;;490.405.556;91.180.556;74357;
81130;;488.333.333;90.666.667;71254;
81131;;48.85;89.833.333;71254;
81132;;488.333.333;09. Mai;71254;
81133;;48.85;90.333.333;71254;
81134;;488.833.333;89.666.667;71735;
82304;;488.833.333;9;71735;
82305;;488.960;89.381;71735;
82306;;48.9;89.166.667;71735;
82307;;487.833.333;09. Mai;70839;
81135;;490.025;92.925;71723;
82308;;490.166.667;Sep 25;71723;
82309;;490.166.667;93.166.667;71723;
82310;;490.230.556;92.619.444;71723;
81136;;488.666.667;91.833.333;70806;
81137;;488.667;918.333;70806;
82311;;489.833.333;90.833.333;74369;
82312;;48.9;91.166.667;71634;
81138;;48.9;91.666.667;71634;
82313;;488.833.333;92.166.667;71638;
82314;;489.166.667;92.166.667;71642;
81139;;48.9;918.333;71634,71638,71640;
82315;;489.166.667;92.166.667;71642;
81140;;48.9;918.333;71634,71642;
81141;;48.9;92.333.333;71640;
81142;;48.9;918.333;71638,7164;
81143;;488.833.333;91.666.667;71636;
81144;;489.166.667;92.666.667;71642;
81145;;48.9;918.333;71636,71638;
81146;;48.9;918.333;71636;
82317;;489.333;Sep 25;71711;
81147;;489.333;Sep 25;71672;
81148;;489.333;Sep 25;71672;
82316;;48.95;93.166.667;71672;
82318;;489.333;Sep 25;71563;
81149;;48.9;90.666.667;71706;
81150;;48.9;90.333.333;71706;
81151;;489.166.667;90.666.667;71706;
82319;;489.333.333;90.666.667;71706;
81152;;490.008.333;92.077.778;74395;
82320;;490.008;920.778;74394;
82321;;489.666.667;92.666.667;;
81153;;490.344.444;93.358.333;71720;
81154;;490.261.111;93.208.333;71720;
82322;;490.513.889;93.986.111;71720;
81155;;488.833;906.667;71706;
82323;;488.666.667;90.666.667;71701;
82324;;489.833.333;Sep 25;71711;
82325;;489.833.333;92.833.333;71711;
82326;;489.666.667;93.166.667;71711;
81156;;489.666.667;92.833.333;71711;
82327;;489.333.333;91.333.333;71732;
82328;;489.166.667;Sep 15;71732;
81157;;489.166.667;Aug 95;71665;
81158;;489.666.667;Aug 95;71665;
81159;;489.166.667;89.666.667;71665;
81160;;49;89.333.333;71665;
81161;;489.833.333;89.833.333;71665;
81162;;48.95;89.666.667;71665;
82329;;48.9;90.333.333;71665;
82330;;48.9;89.666.667;71665;
82331;;489.333.333;89.166.667;71665;
81163;;489.333;896.667;71665;
82332;;48.95;90.833.333;74343;
82333;;48.95;09. Mai;74343;
81164;;490.263.889;89.191.667;74343;
82334;;490.022.222;90.144.444;74343;
82335;;489.666.667;90.833.333;74343;
82336;;490.230.556;89.816.667;74343;
82337;;489.833.333;90.333.333;74343;
82338;;490.186.111;89.966.667;74343;
82339;;489.666.667;91.833.333;74379;
82340;;489.666.667;09. Feb;74379;
81165;;489.333.333;09. Feb;71691;
81166;;489.333.333;91.833.333;71691;
82341;;489.333.333;09. Feb;71691;
81167;;48.95;91.166.667;74321;
81168;;48.95;09. Jan;74321;
82342;;489.666.667;09. Jan;74321;
82343;;48.95;90.833.333;74321;
82344;;489.333.333;91.666.667;74321;
82143;;488.167;911.667;70825;
81169;;488.321.816;91.213.989;70825;
82345;;48.85;90.666.667;70825;
81170;;48.85;09. Jan;70825;
81171;;488.666.667;Sep 25;71686;
81172;;488.833.333;92.666.667;71686;
81173;;488.667;928.333;71686;
81174;;488.833.333;92.833.333;71686;
81175;;488.666.667;92.833.333;71686;
82346;;48.85;Sep 75;73553;
81176;;48.85;97.166.667;73553;
82347;;488.333.333;96.833.333;73553;
82348;;48.85;09. Jul;73553;
82349;;48.9;09. Jul;73553;
82350;;488.666.667;97.166.667;73553;
82351;;488.833.333;96.833.333;73553;
82352;;48.9;97.166.667;73553;
82353;;48.85;97.333.333;73553;
82354;;488.166.667;Sep 75;73553;
82355;;48.9;09. Jul;73553;
82356;;48.9;97.333.333;73553;
82357;;48.85;96.833.333;73553;
82358;;48.9;09. Jul;73553;
82359;;488.666.667;97.333.333;73553;
82360;;488.666.667;96.833.333;73553;
82361;;488.833.333;97.166.667;73553;
81177;;488.333.333;96.833.333;73553;
82362;;48.85;96.666.667;73553;
82363;;48.85;971.667;73553;
82364;;48.9;09. Jul;73553;
82365;;489.166.667;97.166.667;73553;
82366;;488.666.667;Sep 65;73553;
82367;;488.666.667;Sep 75;73553;
82368;;488.666.667;09. Jul;73553;
82369;;488.833.333;97.333.333;73553;
82370;;488.833.333;97.166.667;73553;
81178;;48.9;94.666.667;71573;
82371;;48.9;94.833.333;71573;
82372;;489.166.667;95.666.667;71566;
82373;;48.95;95.666.667;71566;
82374;;48.95;95.666.667;71566;
82375;;48.95;Sep 55;71566;
82376;;48.9;95.333.333;71566;
81179;;489.166.667;Sep 55;71566;
82377;;489.166.667;95.833.333;71566;
82378;;489.166.667;95.666.667;71566;
82379;;489.333.333;Sep 55;71566;
81180;;489.166.667;95.833.333;71566;
81181;;48.95;Sep 55;71566;
81182;;489.333.333;95.666.667;71566;
82380;;489.333.333;95.333.333;71549;
81184;;489.333;09. Mai;71549;
81183;;489.333.333;95.333.333;71549;
82381;;48.95;95.166.667;71549;
82382;;489.333.333;95.166.667;71549;
81185;;489.333.333;95.166.667;71549;
82383;;48.95;09. Mai;71549;
81186;;48.95;09. Mai;71549;
82384;;48.95;95.333.333;71549;
82385;;489.676;95.177;71549;
81187;;489.333.333;09. Mai;71549;
81188;;48.95;94.333.333;71522;
81189;;489.333.333;94.166.667;71522;
81190;;489.166.667;Sep 45;71522;
82386;;48.9;Sep 45;71522;
82387;;489.166.667;94.333.333;71522;
82388;;48.95;09. Apr;71522;
81191;;48.95;09. Apr;71522;
81192;;48.95;Sep 45;71522;
82389;;489.666.667;94.333.333;71522;
81193;;48.95;94.833.333;71522;
81194;;48.9;94.166.667;71522;
81195;;489.666.667;94.333.333;71522;
82390;;48.95;09. Apr;71522;
81196;;489.166.667;94.333.333;71522;
82391;;489.333.333;93.666.667;71576;
81197;;489.333.333;93.833.333;71576;
82392;;489.166.667;93.666.667;71576;
81198;;48.8;92.833.333;70734,70736;
81199;;48.85;92.666.667;70736;
81200;;488.333.333;92.666.667;70736;
82393;;490.666.667;09. Mai;71577;
82394;;490.666.667;95.166.667;71577;
82395;;49.05;95.333.333;71577;
82396;;490.166.667;95.666.667;71577;
81201;;490.375;95.783.333;71577;
82397;;49.05;95.166.667;71577;
82398;;490.666.667;09. Mai;71577;
82399;;490.333.333;Sep 55;71577;
82400;;49.05;09. Mai;71577;
82401;;490.666.667;09. Mai;71577;
81202;;490.538.889;95.397.222;71577;
82402;;490.166.667;09. Jun;71577;
82403;;490.322.222;95.955.556;71577;
82404;;490.641.667;94.986.111;71577;
82405;;49.05;09. Mai;71577;
82407;;490.469.444;95.883.333;71577;
82408;;49.05;95.666.667;71577;
81203;;49.05;951.667;71577;
82409;;490.252.778;95.686.111;71577;
82406;;49.05;951.667;71560;
82410;;489.333.333;96.833.333;73667;
82411;;48.95;96.333.333;73667;
82412;;489.166.667;96.833.333;73667;
82413;;489.166.667;96.833.333;73667;
81204;;489.166.667;09. Jun;73667;
82414;;489.333.333;96.166.667;73667;
82415;;489.166.667;96.166.667;73667;
81205;;489.166.667;Sep 65;73667;
82416;;489.166.667;96.666.667;73667;
82417;;48.9;Sep 65;73667;
82418;;48.9;09. Jun;73667;
82419;;489.333.333;Sep 65;73667;
82420;;48.9;96.666.667;73667;
82421;;489.166.667;09. Jul;73667;
82422;;489.333.333;96.666.667;73667;
82423;;48.9;96.833.333;73667;
82424;;48.9;09. Jun;73667;
82425;;48.9;96.833.333;73667;
82426;;489.333.333;96.333.333;73667;
82427;;489.333.333;96.166.667;73667;
82428;;489.166.667;09. Jun;73667;
82429;;489.666.667;Sep 35;71737;
81206;;48.95;93.333.333;71737;
82430;;489.333.333;93.166.667;71737;
82431;;48.95;93.666.667;71737;
81207;;488.333.333;93.666.667;71404;
81208;;48.85;93.666.667;71404;
82432;;48.9;93.666.667;71397;
82433;;489.166.667;93.833.333;71397;
81209;;488.833.333;09. Apr;71397;
81210;;48.9;09. Apr;71397;
81212;;488.833;09. Apr;71397;
81211;;48.9;93.666.667;71397;
82434;;489.666.667;95.666.667;71540;
81213;;489.833.333;Sep 65;71540;
82435;;48.95;Sep 65;71540;
82436;;48.95;96.833.333;71540;
81214;;489.833.333;Sep 55;71540;
81215;;489.833.333;Sep 55;71540;
82437;;489.833.333;Sep 65;71540;
82438;;489.666.667;96.166.667;71540;
82439;;49;96.333.333;71540;
82440;;49;95.666.667;71540;
82441;;48.95;09. Jun;71540;
82443;;490.166.667;95.666.667;71540;
82442;;489.833.333;95.666.667;71540;
82445;;489.666.667;09. Jun;71540;
82444;;489.833.333;96.166.667;71540;
82446;;49;95.666.667;71540;
81216;;48.95;96.833.333;71540;
82447;;489.666.667;96.166.667;71540;
82448;;489.666.667;96.166.667;71540;
82449;;48.95;96.333.333;71540;
82450;;48.95;96.333.333;71540;
81217;;489.666.667;95.666.667;71540;
82451;;489.833.333;Sep 65;71540;
82452;;489.666.667;96.666.667;71540;
82453;;48.95;96.166.667;71540;
82454;;489.666.667;95.666.667;71540;
82455;;489.833.333;95.333.333;71540;
82456;;49;09. Jun;71540;
82457;;49;95.833.333;71540;
82458;;489.666.667;96.833.333;71540;
81218;;490.127.778;95.838.889;71540;
82459;;48.95;96.666.667;71540;
82460;;489.666.667;96.666.667;71540;
82461;;49;95.666.667;71540;
82462;;48.95;95.833.333;71540;
82463;;489.666.667;95.666.667;71540;
82464;;489.833.333;95.833.333;71540;
82465;;489.833.333;94.666.667;71570;
82469;;489.833;Sep 45;71560;
82466;;49;94.666.667;71570;
81219;;489.833.333;Sep 45;71570;
82467;;489.833.333;94.666.667;71570;
81220;;489.833.333;94.666.667;71570;
82468;;489.833.333;94.666.667;71570;
81221;;49;Sep 45;71570;
82470;;49;Sep 45;71570;
81222;;489.666.667;94.666.667;71570;
81223;;48.8;09. Jun;73655;
82471;;488.333.333;09. Jun;73655;
82472;;488.333.333;96.333.333;73655;
81224;;488.666.667;95.333.333;73635;
82473;;48.9;95.666.667;73635;
82474;;48.9;09. Mai;73635;
81225;;488.666.667;95.166.667;73635;
82475;;488.666.667;09. Mai;73635;
82476;;48.9;Sep 55;73635;
81226;;488.666.667;95.333.333;73635;
81227;;488.666.667;09. Mai;73635;
81228;;48.9;Sep 55;73635;
81229;;488.833.333;95.333.333;73635;
81230;;488.666.667;95.333.333;73635;
82477;;48.9;95.833.333;73635;
81231;;488.666.667;Sep 55;73635;
82478;;488.833.333;Sep 55;73635;
82479;;48.85;95.166.667;73614;
82480;;488.333.333;95.833.333;73614;
82481;;488.333.333;09. Mai;73614;
82482;;48.85;Sep 55;73614;
82483;;487.833.333;Sep 55;73614;
82484;;487.666.667;09. Mai;73614;
82485;;488.333.333;95.166.667;73614;
81232;;48.8;95.333.333;73614;
82486;;487.666.667;95.666.667;73614;
81233;;48.8;09. Mai;73614;
82487;;490.333.333;94.666.667;71579;
82488;;49.05;94.666.667;71579;
82489;;490.333.333;94.333.333;71579;
82490;;490.311.111;94.383.333;71579;
82491;;490.283.333;93.916.667;71579;
82492;;490.305.556;Sep 41;71579;
82493;;49.05;94.333.333;71579;
81234;;490.408.333;94.444.444;71579;
82494;;490.666.667;94.552.778;71579;
81235;;49;95.333.333;71560;
82495;;490.294.444;95.141.667;71560;
82496;;490.166.667;95.333.333;71560;
82497;;489.833.333;09. Mai;71560;
81236;;490.247.222;95.391.667;71560;
82498;;490.203;94.595;71560;
82499;;489.833.333;09. Mai;71560;
82500;;490.338.889;94.797.222;71560;
81237;;490.097.222;94.852.778;71560;
82501;;490.333.333;95.333.333;71560;
81238;;49;95.333.333;71560;
82502;;490.213.889;94.713.889;71560;
81239;;490.047.222;95.058.333;71560;
81240;;490.127.778;9.545;71560;
82506;;488.166.667;09. Jun;73655;
82507;;488.196;96.165;73655;
82503;;48.8;95.833.333;73660;
82508;;488.167;958.333;73655;
82504;;488.166.667;95.833.333;73660;
82505;;488.166.667;95.833.333;73660;
82509;;488.167;958.333;73614;
82510;;488.443;9.313.000;;
81241;;488.166.667;Sep 35;71334;
81242;;488.833.333;93.166.667;71336;
82511;;488.666.667;Sep 35;71336;
81243;;48.85;09. Mrz;71334;
81244;;488.333;09. Mrz;71336;
82512;;48.85;93.166.667;71336;
81245;;48.85;93.166.667;71336;
81246;;488.333.333;09. Mrz;71332,71334;
82513;;488.666.667;93.333.333;71336;
82514;;489.166.667;94.833.333;71554;
81247;;489.166.667;95.166.667;71554;
81248;;489.166.667;94.833.333;71554;
82515;;489.333.333;94.666.667;71554;
81249;;489.166.667;09. Mai;71554;
81250;;489.333.333;94.833.333;71554;
81251;;489.166.667;09. Mai;71554;
82516;;48.9;Sep 65;73642;
82517;;48.85;96.333.333;73642;
82518;;488.833.333;Sep 65;73642;
82519;;48.85;09. Jun;73642;
82520;;488.666.667;95.833.333;73642;
82521;;488.833.333;09. Jun;73642;
82524;;488.833;Sep 65;73635;
82522;;488.833.333;Sep 65;73642;
82523;;48.9;96.333.333;73642;
82525;;48.85;95.833.333;73642;
82526;;488.666.667;09. Jun;73642;
82527;;488.666.667;09. Jun;73642;
82528;;488.833.333;Sep 65;73642;
82529;;488.833.333;94.333.333;71364;
81252;;488.666.667;94.333.333;71364;
81253;;48.85;94.166.667;71364;
81254;;488.833.333;Sep 45;71364;
82530;;488.666.667;94.166.667;71364;
82531;;488.833.333;94.333.333;71364;
82532;;48.85;93.833.333;71364;
81255;;488.833.333;94.333.333;71364;
81256;;488.666.667;94.166.667;71364;
81257;;48.85;93.833.333;71364;
82533;;488.833.333;Sep 45;71364;
81258;;488.833.333;09. Apr;71364;
82534;;487.833.333;94.666.667;73650;
81259;;487.833.333;Sep 45;73650;
81260;;48.8;948.333;73650;
81261;;489.833.333;93.833.333;71546;
82535;;490.147.222;93.694.444;71546;
82536;;490.013.889;93.586.111;71546;
82537;;489.666.667;93.833.333;71546;
81262;;489.666.667;09. Apr;71546;
82538;;49;93.666.667;71546;
82539;;489.833.333;93.666.667;71546;
81263;;489.833.333;93.666.667;71546;
82540;;489.833.333;09. Apr;71546;
82541;;489.833.333;93.833.333;71546;
82542;;49;Sep 35;71546;
82543;;490.063.889;93.769.444;71546;
82544;;49;93.666.667;71546;
82545;;49;93.833.333;71546;
82546;;489.666.667;93.666.667;71546;
82547;;48.85;94.833.333;73663;
82548;;48.85;Sep 45;73663;
82549;;488.666.667;94.833.333;73663;
81264;;488.333.333;94.666.667;73663;
82550;;488.833.333;94.833.333;73663;
82551;;48.85;94.666.667;73663;
81265;;48.85;94.333.333;73663;
82552;;488.833.333;94.666.667;73663;
82553;;488.666.667;Sep 45;73663;
82554;;48.85;94.666.667;73663;
81266;;488.833.333;94.666.667;73663;
82555;;488.666.667;94.666.667;73663;
82556;;488.333.333;Sep 45;73663;
82557;;488.666.667;94.666.667;73663;
81267;;48.85;Sep 45;73663;
82558;;488.333.333;Sep 45;73663;
81268;;488.833.333;Sep 45;73663;
82559;;48.85;09. Mai;73663;
82560;;48.85;09. Mai;73663;
82561;;488.166.667;94.333.333;73630;
81269;;488.333.333;94.166.667;73630;
81270;;488.166.667;Sep 45;73630;
81271;;488.166.667;94.166.667;73630;
81272;;488.166.667;Sep 45;73630;
82562;;488.166.667;94.333.333;73630;
82563;;488.166.667;94.333.333;73630;
81273;;488.166.667;94.666.667;73630;
82564;;487.666.667;94.166.667;71384;
81274;;48.8;93.833.333;71384;
81275;;488.167;938.333;71384;
81276;;488.166.667;93.833.333;71384;
82565;;488.333.333;09. Apr;71384;
81277;;487.833.333;09. Apr;71384;
82566;;48.8;94.166.667;71384;
81278;;487.833.333;93.666.667;71384;
81279;;48.8;93.166.667;71394;
81280;;487.833.333;93.333.333;71394;
82567;;491.936.111;91.416.667;74078;
81281;;491.338.889;91.886.111;74081,7408;
81282;;491.597.222;91.713.889;74078,7408;
81283;;491.402.778;Sep 22;74072,74074,74076,74078;
82568;;49.15;Sep 15;74078;
81284;;491.161.111;91.686.111;74081;
82569;;491.841.667;91.077.778;74078;
81285;;491.202.778;91.530.556;74081;
81286;;491.686.111;91.980.556;74078;
81287;;491.166.667;09. Feb;74074,74081;
81288;;490.682.008;92.907;74232;
82570;;490.875;93.016.667;74232;
82571;;490.698.455;93.125.224;74232;
82572;;492.519.444;91.966.667;74177;
82573;;492.405.556;92.252.778;74177;
82574;;492.361.111;91.947.222;74177;
81289;;49.225;92.163.889;74177;
82575;;492.697.222;92.191.667;74177;
82576;;492.430.556;90.580.556;74906;
81290;;492.405.556;91.025;74906;
82577;;492.138.889;90.955.556;74906;
82578;;492.105.556;90.558.333;74906;
82579;;492.283.333;89.941.667;74906;
82580;;492.622.222;91.466.667;74906;
82581;;49.255;90.386.111;74906;
82582;;492.263.889;90.541.667;74906;
82583;;492.833.333;09. Mai;;
82584;;492.927.778;90.352.778;74906;
82585;;492.533.333;91.208.333;74906;
81291;;492.272.222;91.597.222;74206;
82586;;492.441.667;91.344.444;74206;
82587;;492.333.333;Sep 15;74206;
81292;;490.394.444;9.315;71717;
81293;;490.630.556;93.661.111;71718,71717;
82588;;490.666.667;93.666.667;71717;
82589;;490.833.333;93.666.667;71717;
82590;;490.598.354;93.395.805;71717;
82591;;49.055;93.480.556;71717;
82592;;490.677.778;93.775;71717;
82593;;49.05;93.666.667;71717;
82594;;49.05;93.666.667;71717;
82595;;490.413.889;93.302.778;71717;
82596;;490.556.452;931.602;71717;
82597;;490.394;9.315;71717;
82598;;490.666.667;90.652.778;74337,74336;
82599;;490.797.222;9.065;74336;
82600;;49.09;90.777.778;74336;
82601;;490.972.222;90.230.556;74336;
82602;;490.775;91.030.556;74336;
82603;;490.691.667;90.866.667;74336;
82604;;491.047.222;90.480.556;74336;
82605;;490.855.556;90.169.444;74336;
82606;;490.333.333;09. Mai;74389;
82607;;49.2;93.166.667;74246;
81294;;491.802.778;93.211.111;74246;
82608;;491.797.222;93.452.778;74246;
82609;;491.683.333;88.902.778;75031;
82610;;491.744.444;88.355.556;75031;
82611;;491.369.444;89.102.778;75031;
82612;;491.005.556;89.727.778;75031;
82613;;490.997.222;89.005.556;75031;
82614;;491.708.333;89.411.111;75031;
82615;;491.405.556;88.569.444;75031;
81295;;491.666.667;92.666.667;74235;
81296;;491.725;92.683.333;74235;
82616;;491.030.556;92.108.333;;
82617;;491.563.889;89.819.444;75050;
82618;;491.458.333;89.630.556;75050;
82619;;490.488.889;89.986.111;74363;
82620;;490.702.778;90.266.667;74363;
82621;;490.697.222;89.944.444;74363;
82622;;492.811.111;91.913.889;74832,74831;
82623;;493.052.778;92.280.556;74831;
82624;;492.833.333;Sep 15;74831;
82625;;493.166.667;91.833.333;;
81297;;492.844.444;91.619.444;74831;
82626;;492.872.222;92.233.333;74831;
82627;;49.3;Sep 15;74831;
81298;;492.658.333;92.030.556;74831;
82628;;492.983.333;92.022.222;74831;
82629;;490.333.333;92.666.667;74360;
82630;;490.594.444;92.788.889;74360;
82631;;490.605.556;93.111.111;74360;
81299;;490.554.765;92.459.822;74360;
81300;;490.680.556;92.155.556;74360;
82632;;490.744.444;92.705.556;74360;
82633;;492.833.333;Sep 45;74249;
82634;;49.3;09. Mai;74249;
82635;;493.105.556;94.683.333;74249;
82636;;493.333.333;94.666.667;74249;
82637;;492.944.444;94.622.222;74249;
82638;;492.833.333;Sep 45;;
82639;;493.147.222;94.438.889;74249;
82640;;491.852.778;89.822.222;74912;
82641;;492.036.111;89.661.111;74912;
81301;;49.205;89.916.667;74912;
81302;;49.15;91.333.333;74211;
81303;;491.497.222;91.025;74211;
82642;;49.1;93.833.333;74245;
82643;;490.930.556;94.088.889;74245;
82644;;491.166.667;93.666.667;74245;
82645;;49.1;09. Apr;74245;
81304;;490.994.444;93.813.889;74245;
81305;;491.077.778;93.980.556;74245;
82646;;491.019.444;93.705.556;74245;
82647;;490.833.333;93.833.333;74245;
82648;;492.833.333;93.333.333;74219;
82649;;493.405.556;93.177.778;74219;
82650;;493.333.333;09. Apr;74219;
82651;;492.833.333;Sep 35;74219;
82652;;49.35;93.833.333;74219;
82653;;493.569.444;93.977.778;74219;
82654;;49.3;93.666.667;74219;
81306;;49.325;93.577.778;74219;
82655;;493.194.444;93.813.889;74219;
82656;;493.166.667;93.333.333;74219;
82657;;493.333.333;93.333.333;74219;
82658;;493.333.333;09. Mrz;74219;
82659;;49.3;93.308.333;74219;
81307;;492.113.889;93.002.778;74172;
81308;;491.927.778;92.261.111;74172;
81309;;491.963.889;92.013.889;74172;
82660;;490.469;Sep 19;74360;
82661;;492.833.333;92.616.667;74861;
82662;;492.833.333;93.166.667;74861;
82663;;492.936.111;92.702.778;74861;
82664;;493.158.333;93.055.556;74861;
82665;;493.019.444;93.061.111;74861;
82666;;492.333.333;09. Mrz;74196;
82667;;492.666.667;92.666.667;74196;
82668;;492.444.444;93.380.556;74196;
82669;;492.147.222;93.536.111;74196;
82670;;49.25;Sep 35;74196;
82671;;492.480.556;93.072.222;74196;
82672;;492.352.778;93.302.778;74196;
82673;;492.652.778;92.986.111;74196;
82674;;491.025;91.052.778;74226;
81310;;491.086.111;91.277.778;74226;
82675;;492.497.222;92.883.333;74229;
82676;;492.166.667;92.833.333;74229;
82677;;492.402.778;92.533.333;74229;
82678;;490.644.444;89.763.889;74397;
82679;;490.561.111;89.522.222;74397;
82680;;491.641.667;90.616.667;74193;
82681;;491.127.778;89.880.556;74193;
82682;;491.438.889;9.055;74193;
82683;;491.308.333;90.080.556;74193;
81311;;491.036.111;92.661.111;74199;
82684;;491.066.667;92.886.111;74199;
82685;;490.975;9.325;74199;
81312;;49.089.396;92.751.646;74199;
82686;;490.858.333;93.205.556;74199;
82687;;490.894.444;93.566.667;74199;
81313;;491.811.111;92.961.111;74189;
82688;;491.597.222;93.275;74189;
82689;;491.333.333;09. Mrz;74189;
81314;;491.502.778;92.883.333;74189;
82690;;491.666.667;09. Mrz;74189;
82691;;491.633.333;93.527.778;74189;
82692;;493.458.333;94.388.889;74259;
82693;;493.572.222;94.211.111;74259;
82694;;493.194.444;94.219.444;74259;
82695;;49.1;Sep 45;71543;
82696;;491.166.667;09. Mai;71543;
82697;;49.1;Sep 45;71543;
82698;;49.05;94.333.333;71543;
82699;;491.166.667;09. Mai;71543;
82700;;490.833.333;94.833.333;71543;
82701;;490.891.667;94.941.667;71543;
82702;;490.833.333;94.333.333;71543;
82703;;491.166.667;09. Mai;71543;
82704;;49.1;94.666.667;71543;
82705;;491.144.444;94.902.778;71543;
82706;;49.1;94.833.333;71543;
82707;;491.166.667;95.166.667;71543;
82708;;491.061.111;94.838.889;71543;
82709;;490.602.778;94.325;71543;
82710;;491.333.333;09. Mai;71543;
82711;;490.833.333;94.333.333;71543;
82712;;491.166.667;09. Mai;71543;
82713;;49.1;94.666.667;71543;
82714;;490.891.667;94.341.667;71543;
82715;;49.1;Sep 45;71543;
82716;;491.166.667;95.166.667;71543;
82717;;49.1;94.833.333;71543;
82718;;490.808.333;94.605.556;71543;
81315;;490.658.333;88.952.778;74374;
82719;;490.738.889;89.458.333;74374;
82720;;49.075;88.969.444;74374;
81316;;490.561.111;89.269.444;74374;
82721;;491.366.667;93.838.889;74182;
81317;;491.147.222;94.072.222;74182;
82722;;491.380.556;94.016.667;74182;
82723;;491.166.667;94.166.667;74182;
81318;;491.458.333;93.419.444;74182;
82724;;491.208.333;93.972.222;74182;
82725;;49.15;94.166.667;74182;
81319;;491.369.444;9.355;74182;
82729;;492.833.333;Sep 45;74249;
82726;;492.441.667;93.622.222;74239;
82727;;492.433.333;94.041.667;74239;
82728;;492.655.556;94.016.667;74239;
82730;;49.225;93.805.556;74243;
82731;;49.215;94.066.667;74243;
82732;;49.2;94.166.667;74243;
82733;;491.655.556;94.486.111;74626;
81320;;491.905.556;94.444.444;74626;
82734;;491.194.444;Sep 52;74626;
82735;;491.794.444;94.383.333;74626;
82736;;491.697.222;93.836.111;74626;
82737;;491.433.333;94.975;74626;
82739;;49.15;94.833.333;74626;
82738;;49.15;Sep 45;74626;
82740;;491.333.333;Sep 45;74626;
82741;;49.15;Sep 45;74626;
82742;;491.733.333;94.269.444;74626;
82743;;491.644.444;94.405.556;74626;
82744;;491.827.778;94.025;74626;
82745;;491.927.778;93.922.222;74626;
